YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2011,2011,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,30.5,30.5,,,26.8,34.4,Race/Ethnicity,Hispanic,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2015,2015,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.9,31.9,,,29.3,34.5,Gender,Male,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2016,2016,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,32.9,32.9,,,28.2,38,Race/Ethnicity,Hispanic,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2012,2012,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,31.3,31.3,,,30,32.6,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,29.2,29.2,,,27.6,30.8,Gender,Female,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENF,,,,
2015,2015,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,30.8,30.8,,,29,32.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,WHT,,,,
2014,2014,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,33.1,33.1,,,31.4,34.9,Gender,Female,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENF,,,,
2013,2013,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,32,32,,,26.7,37.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,MRC,,,,
2011,2011,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,35.8,35.8,,,28.9,43.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,MRC,,,,
2014,2014,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,42.1,42.1,,,37,47.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2011,2011,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.1,29.1,,,28.2,29.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,RACE,WHT,,,,
2015,2015,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,41.1,41.1,,,33.6,49,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2016,2016,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,42.1,42.1,,,36.1,48.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2017,2017,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,38.9,38.9,,,34.9,43.1,Race/Ethnicity,Hispanic,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2013,2013,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,43.3,43.3,,,38.1,48.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2012,2012,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,43.7,43.7,,,38.4,49.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2011,2011,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.5,29.5,,,28.1,31,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,WHT,,,,
2014,2014,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,22.7,22.7,,,17.7,28.6,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
2018,2018,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,33.9,33.9,,,31.8,36.1,Gender,Male,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2018,2018,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,26.7,26.7,,,20.5,34,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
2013,2013,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,29.7,29.7,,,21.9,39,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2015,2015,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,28.5,28.5,,,20.8,37.8,Race/Ethnicity,Hispanic,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2017,2017,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,36.3,36.3,,,30.3,42.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,MRC,,,,
2013,2013,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,30.6,30.6,,,29.4,31.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,WHT,,,,
2016,2016,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.2,31.2,,,30.1,32.3,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2016,2016,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.3,31.3,,,29.8,32.9,Gender,Male,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2017,2017,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,31.6,31.6,,,26.7,37,Race/Ethnicity,Hispanic,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2011,2011,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,34.7,34.7,,,26.4,44.1,Race/Ethnicity,Hispanic,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2013,2013,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.4,29.4,,,28.6,30.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,RACE,WHT,,,,
2016,2016,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,32.3,32.3,,,30.4,34.3,Gender,Male,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2015,2015,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,23.6,23.6,,,14.9,35.1,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2017,2017,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,33.5,33.5,,,31.9,35.2,Gender,Male,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2013,2013,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,34.9,34.9,,,28.7,41.6,Race/Ethnicity,Hispanic,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2017,2017,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,43.5,43.5,,,39.1,47.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2018,2018,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,22.0,22,,,13.7,33.3,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
2018,2018,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,33.3,33.3,,,31.7,35,Gender,Male,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2017,2017,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.3,29.3,,,24.9,34.1,Race/Ethnicity,Hispanic,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2013,2013,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.8,30.8,,,29.1,32.7,Gender,Male,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2012,2012,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,17.8,17.8,,,10,29.5,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
2017,2017,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,36.4,36.4,,,32.2,40.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2016,2016,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,23.8,23.8,,,17.8,31.2,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
2011,2011,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,42.2,42.2,,,36.6,48,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2012,2012,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,19.9,19.9,,,14.5,26.7,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
2014,2014,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.4,31.4,,,30.1,32.8,Gender,Female,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,GENDER,GENF,,,,
2016,2016,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,11.7,11.7,,,7.4,18.1,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
2014,2014,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,16.8,16.8,,,11.3,24.4,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
2011,2011,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.8,30.8,,,28.7,32.9,Gender,Male,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2015,2015,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,31.9,31.9,,,29.2,34.6,Gender,Male,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2011,2011,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,41.8,41.8,,,37.1,46.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2017,2017,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,21.3,21.3,,,15.6,28.2,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2015,2015,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,41.5,41.5,,,35.8,47.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,MRC,,,,
2015,2015,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,46.7,46.7,,,42.3,51.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2016,2016,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,42.1,42.1,,,36.9,47.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2011,2011,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,32.2,32.2,,,28.6,36,Race/Ethnicity,Hispanic,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2012,2012,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.8,31.8,,,29.9,33.9,Gender,Male,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2018,2018,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,41.8,41.8,,,35.9,47.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2012,2012,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.0,29,,,27.5,30.5,Gender,Female,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,GENDER,GENF,,,,
2012,2012,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,30.6,30.6,,,28.9,32.4,Gender,Male,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2018,2018,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,39.4,39.4,,,34.2,44.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2017,2017,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,33.3,33.3,,,32.1,34.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,WHT,,,,
2013,2013,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,41.8,41.8,,,37.7,46.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2011,2011,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,27.6,27.6,,,17.3,41,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2014,2014,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,32.5,32.5,,,30.8,34.3,Gender,Male,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2015,2015,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,39.6,39.6,,,36.4,43,Race/Ethnicity,Hispanic,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2014,2014,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.1,31.1,,,29.7,32.5,Gender,Male,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2015,2015,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.2,30.2,,,27.8,32.8,Gender,Female,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENF,,,,
2014,2014,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,24.9,24.9,,,20,30.5,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2012,2012,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,30.9,30.9,,,29.2,32.7,Gender,Female,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,GENDER,GENF,,,,
2015,2015,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,40.9,40.9,,,33.4,48.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2018,2018,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,34.0,34,,,32.6,35.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
2011,2011,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,29.0,29,,,27.9,30.2,Gender,Female,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENF,,,,
2013,2013,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,19.9,19.9,,,16.3,24.1,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
2012,2012,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.8,29.8,,,28.7,31,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2011,2011,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,45.4,45.4,,,32.6,58.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,MRC,,,,
2016,2016,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.8,30.8,,,29.5,32,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
2017,2017,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,38.1,38.1,,,29.8,47.3,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,MRC,,,,
2016,2016,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,32.6,32.6,,,30.7,34.6,Gender,Female,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENF,,,,
2014,2014,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,33.0,33,,,31.4,34.6,Gender,Female,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,GENDER,GENF,,,,
2018,2018,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,34.4,34.4,,,32.2,36.6,Gender,Female,,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENF,,,,
2014,2014,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.3,31.3,,,30.3,32.2,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2013,2013,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,41.6,41.6,,,36.3,47.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2017,2017,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,18.3,18.3,,,14.2,23.3,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
