analytics_matchkey,max_loan_amount,late_30_days,late_60_days,late_90_days
1451961,1508,1,0,0
1451962,2007,0,0,0
1451963,1030,0,0,0
1451964,2049,0,0,0
1451965,1500,0,0,0
1451966,1525,0,0,0
1451967,1200,0,0,0
1451968,1500,0,0,0
1451969,1089,0,0,0
1451970,1250,1,1,1
1451971,3000,1,1,1
1451972,3100,0,0,0
1451973,1200,0,0,0
1451974,3423,0,0,0
1451975,1794,0,0,0
1451976,1055,0,0,0
1451977,1680,0,0,0
1451978,1050,0,0,0
1451979,1055,0,0,0
1451980,1400,0,0,0
1451981,1400,0,0,0
1451982,1000,0,0,0
1451983,2000,0,0,0
1451984,3000,0,0,0
1451985,1047,0,0,0
1451986,1000,0,0,0
1451987,2000,0,0,0
1451988,1250,0,0,0
1451989,2469,0,0,0
1451990,2469,0,0,0
1451991,1234,0,0,0
1451992,1125,0,0,0
1451993,1500,0,0,0
1451994,2728,1,0,0
1451995,2147,0,0,0
1451996,2147,0,0,0
1451997,1079,0,0,0
1451998,2236,0,0,0
1451999,1000,0,0,0
1452000,2071,1,1,0
1452001,1000,0,0,0
1452002,1500,0,0,0
1452003,1000,1,0,0
1452004,1050,0,0,0
1452005,1600,0,0,0
1452006,1713,0,0,0
1452007,1400,0,0,0
1452008,1550,0,0,0
1452009,2453,0,0,0
1452010,1241,0,0,0
1452011,1070,0,0,0
1452012,1500,0,0,0
1452013,2617,0,0,0
1452014,1675,0,0,0
1452015,1000,0,0,0
1452016,1205,0,0,0
1452017,1000,0,0,0
1452018,1000,0,0,0
1452019,3050,0,0,0
1452020,2525,0,0,0
1452021,2500,0,0,0
1452022,1625,0,0,0
1452023,1580,0,0,0
1452024,1055,0,0,0
1452025,1200,1,1,1
1452026,1000,0,0,0
1452027,1987,0,0,0
1452028,1030,0,0,0
1452029,1070,0,0,0
1452030,2008,0,0,0
1452031,2173,0,0,0
1452032,1000,0,0,0
1452033,2000,0,0,0
1452034,2500,0,0,0
1452035,1525,0,0,0
1452036,1370,0,0,0
1452037,2576,0,0,0
1452038,1573,1,1,1
1452039,1080,0,0,0
1452040,1030,0,0,0
1452041,1500,0,0,0
1452042,1000,0,0,0
1452043,1000,0,0,0
1452044,1525,0,0,0
1452045,1200,0,0,0
1452046,1370,0,0,0
1452047,2675,0,0,0
1452048,2161,0,0,0
1452049,1500,0,0,0
1452050,2015,0,0,0
1452051,2500,0,0,0
1452052,2000,0,0,0
1452053,1250,0,0,0
1452054,3500,1,1,1
1452055,1500,0,0,0
1452056,3000,0,0,0
1452057,1025,0,0,0
1452058,2469,0,0,0
1452059,1303,0,0,0
1452060,2000,0,0,0
1452061,1500,0,0,0
1452062,1170,0,0,0
1452063,2550,0,0,0
1452064,1375,0,0,0
1452065,1200,1,1,1
1452066,1006,0,0,0
1452067,3000,1,1,1
1452068,1000,0,0,0
1452069,1370,0,0,0
1452070,1370,0,0,0
1452071,1250,0,0,0
1452072,1500,0,0,0
1452073,3000,1,1,1
1452074,1063,0,0,0
1452075,3000,0,0,0
1452076,1005,0,0,0
1452077,1337,1,1,0
1452078,1200,0,0,0
1452079,1370,0,0,0
1452080,1637,0,0,0
1452081,2000,0,0,0
1452082,2000,0,0,0
1452083,1361,0,0,0
1452084,1428,0,0,0
1452085,1025,0,0,0
1452086,1540,0,0,0
1452087,2100,0,0,0
1452088,1525,0,0,0
1452089,1000,1,0,0
1452090,1900,0,0,0
1452091,1000,0,0,0
1452092,1000,0,0,0
1452093,1600,1,0,0
1452094,2800,0,0,0
1452095,2000,0,0,0
1452096,1000,0,0,0
1452097,1055,0,0,0
1452098,1055,0,0,0
1452099,3913,0,0,0
1452100,1200,0,0,0
1452101,2000,0,0,0
1452102,3291,0,0,0
1452103,1000,0,0,0
1452104,2471,0,0,0
1452105,1560,0,0,0
1452106,2625,1,1,1
1452107,1000,0,0,0
1452108,1000,0,0,0
1452109,2000,0,0,0
1452110,3000,0,0,0
1452111,2600,0,0,0
1452112,1200,0,0,0
1452113,4000,0,0,0
1452114,2340,0,0,0
1452115,1080,0,0,0
1452116,1500,0,0,0
1452117,2000,0,0,0
1452118,1428,0,0,0
1452119,1000,0,0,0
1452120,1500,0,0,0
1452121,1994,0,0,0
1452122,1004,0,0,0
1452123,1512,0,0,0
1452124,1600,0,0,0
1452125,2107,0,0,0
1452126,1100,0,0,0
1452127,2207,0,0,0
1452128,1375,0,0,0
1452129,3075,0,0,0
1452130,1500,0,0,0
1452131,1200,0,0,0
1452132,1000,0,0,0
1452133,1000,0,0,0
1452134,1400,1,1,1
1452135,1400,1,1,1
1452136,3708,0,0,0
1452137,1000,1,0,0
1452138,1300,0,0,0
1452139,1000,0,0,0
1452140,1284,0,0,0
1452141,2300,0,0,0
1452142,1436,0,0,0
1452143,1200,0,0,0
1452144,1200,0,0,0
1452145,1000,0,0,0
1452146,1000,0,0,0
1452147,2083,0,0,0
1452148,1000,0,0,0
1452149,1000,0,0,0
1452150,1080,0,0,0
1452151,2673,0,0,0
1452152,1500,0,0,0
1452153,1500,0,0,0
1452154,1525,0,0,0
1452155,1241,0,0,0
1452156,2600,0,0,0
1452157,1000,1,1,1
1452158,3000,0,0,0
1452159,2705,1,0,0
1452160,2655,0,0,0
1452161,2655,0,0,0
1452162,2635,0,0,0
1452163,3479,0,0,0
1452164,3479,0,0,0
1452165,1000,0,0,0
1452166,1000,1,0,0
1452167,1000,0,0,0
1452168,1675,0,0,0
1452169,2000,1,0,0
1452170,1370,0,0,0
1452171,1378,0,0,0
1452172,1378,0,0,0
1452173,1200,0,0,0
1452174,1070,0,0,0
1452175,2012,0,0,0
1452176,1070,0,0,0
1452177,1000,0,0,0
1452178,1250,0,0,0
1452179,1000,1,1,1
1452180,1200,0,0,0
1452181,1200,0,0,0
1452182,1303,0,0,0
1452183,2000,0,0,0
1452184,1560,0,0,0
1452185,1560,0,0,0
1452186,1500,0,0,0
1452187,1000,0,0,0
1452188,1000,0,0,0
1452189,2006,0,0,0
1452190,1370,0,0,0
1452191,1643,0,0,0
1452192,1000,1,1,1
1452193,3500,1,1,1
1452194,4000,0,0,0
1452195,1315,0,0,0
1452196,1370,0,0,0
1452197,1060,0,0,0
1452198,1500,0,0,0
1452199,1500,0,0,0
1452200,3963,0,0,0
1452201,1370,0,0,0
1452202,1000,0,0,0
1452203,1390,1,1,1
1452204,3075,0,0,0
1452205,1390,0,0,0
1452206,1428,0,0,0
1452207,1428,1,1,1
1452208,1325,1,1,1
1452209,2083,0,0,0
1452210,2000,0,0,0
1452211,1400,1,1,1
1452212,1000,0,0,0
1452213,3500,1,1,1
1452214,1241,0,0,0
1452215,1200,0,0,0
1452216,1000,0,0,0
1452217,1460,0,0,0
1452218,1525,0,0,0
1452219,1428,0,0,0
1452220,1241,0,0,0
1452221,2000,0,0,0
1452222,1000,0,0,0
1452223,1000,1,1,0
1452224,2650,0,0,0
1452225,2000,0,0,0
1452226,1500,0,0,0
1452227,1500,0,0,0
1452228,2000,0,0,0
1452229,1250,0,0,0
1452230,1030,0,0,0
1452231,1974,0,0,0
1452232,2000,0,0,0
1452233,1575,0,0,0
1452234,1500,0,0,0
1452235,1390,1,1,1
1452236,1999,0,0,0
1452237,2200,0,0,0
1452238,1400,1,1,1
1452239,2000,0,0,0
1452240,1070,0,0,0
1452241,1382,0,0,0
1452242,1200,0,0,0
1452243,1000,0,0,0
1452244,2100,0,0,0
1452245,2850,1,1,1
1452246,1217,0,0,0
1452247,2083,0,0,0
1452248,2083,0,0,0
1452249,2275,0,0,0
1452250,1428,0,0,0
1452251,1428,0,0,0
1452252,2500,0,0,0
1452253,2500,0,0,0
1452254,1525,0,0,0
1452255,1525,0,0,0
1452256,2000,0,0,0
1452257,2000,0,0,0
1452258,1340,0,0,0
1452259,2918,0,0,0
1452260,2600,0,0,0
1452261,1025,0,0,0
1452262,1000,0,0,0
1452263,1250,0,0,0
1452264,1525,0,0,0
1452265,1000,1,0,0
1452266,2300,0,0,0
1452267,2958,0,0,0
1452268,1200,0,0,0
1452269,1400,0,0,0
1452270,1200,0,0,0
1452271,3100,0,0,0
1452272,1400,0,0,0
1452273,1000,0,0,0
1452274,3500,0,0,0
1452275,1430,0,0,0
1452276,2047,0,0,0
1452277,1041,0,0,0
1452278,1200,1,0,0
1452279,3500,0,0,0
1452280,1370,0,0,0
1452281,1225,0,0,0
1452282,2600,0,0,0
1452283,1600,0,0,0
1452284,1000,0,0,0
1452285,2500,0,0,0
1452286,1505,1,1,1
1452287,1156,0,0,0
1452288,3000,0,0,0
1452289,2500,0,0,0
1452290,1080,0,0,0
1452291,1329,1,1,1
1452292,1590,0,0,0
1452293,1080,0,0,0
1452294,4000,0,0,0
1452295,1728,0,0,0
1452296,1100,1,0,0
1452297,1370,0,0,0
1452298,1500,0,0,0
1452299,1000,0,0,0
1452300,1000,0,0,0
1452301,1000,0,0,0
1452302,1000,0,0,0
1452303,2300,0,0,0
1452304,1500,0,0,0
1452305,1600,1,1,1
1452306,3000,0,0,0
1452307,1100,0,0,0
1452308,2051,0,0,0
1452309,2000,0,0,0
1452310,1428,0,0,0
1452311,4000,0,0,0
1452312,2000,0,0,0
1452313,3100,0,0,0
1452314,3300,0,0,0
1452315,3000,0,0,0
1452316,1025,0,0,0
1452317,1752,0,0,0
1452318,1650,0,0,0
1452319,2025,1,1,1
1452320,2600,0,0,0
1452321,1680,0,0,0
1452322,3185,0,0,0
1452323,1500,0,0,0
1452324,1035,0,0,0
1452325,1429,0,0,0
1452326,1650,0,0,0
1452327,1475,0,0,0
1452328,1200,0,0,0
1452329,1500,0,0,0
1452330,1884,0,0,0
1452331,1000,0,0,0
1452332,3165,0,0,0
1452333,2150,0,0,0
1452334,1000,0,0,0
1452335,1500,0,0,0
1452336,2175,0,0,0
1452337,1625,0,0,0
1452338,1590,0,0,0
1452339,1500,0,0,0
1452340,1000,0,0,0
1452341,1070,0,0,0
1452342,2000,0,0,0
1452343,1000,0,0,0
1452344,1575,1,1,1
1452345,1000,0,0,0
1452346,1500,0,0,0
1452347,3150,0,0,0
1452348,1000,0,0,0
1452349,1500,1,1,0
1452350,2600,0,0,0
1452351,1260,0,0,0
1452352,2713,0,0,0
1452353,3313,0,0,0
1452354,1055,0,0,0
1452355,1500,0,0,0
1452356,1070,0,0,0
1452357,2900,1,1,1
1452358,1001,1,1,1
1452359,1270,1,1,1
1452360,1237,0,0,0
1452361,1000,0,0,0
1452362,1050,0,0,0
1452363,3000,0,0,0
1452364,2500,0,0,0
1452365,2500,0,0,0
1452366,1787,0,0,0
1452367,1787,0,0,0
1452368,1750,1,0,0
1452369,1000,0,0,0
1452370,2083,0,0,0
1452371,1271,0,0,0
1452372,1680,0,0,0
1452373,1156,0,0,0
1452374,2113,0,0,0
1452375,2750,0,0,0
1452376,2000,0,0,0
1452377,3500,0,0,0
1452378,3093,0,0,0
1452379,3025,0,0,0
1452380,1525,0,0,0
1452381,2000,0,0,0
1452382,1025,0,0,0
1452383,1961,0,0,0
1452384,2403,0,0,0
1452385,1225,0,0,0
1452386,1974,0,0,0
1452387,1500,1,1,1
1452388,2000,0,0,0
1452389,2504,0,0,0
1452390,1500,0,0,0
1452391,2575,1,0,0
1452392,1229,0,0,0
1452393,2002,0,0,0
1452394,3165,0,0,0
1452395,3151,1,1,1
1452396,1400,1,1,1
1452397,1284,0,0,0
1452398,2335,0,0,0
1452399,1382,0,0,0
1452400,1050,0,0,0
1452401,3000,0,0,0
1452402,1000,0,0,0
1452403,1400,0,0,0
1452404,1000,0,0,0
1452405,2083,0,0,0
1452406,2335,0,0,0
1452407,2600,0,0,0
1452408,1352,0,0,0
1452409,1575,0,0,0
1452410,1000,0,0,0
1452411,1000,0,0,0
1452412,1000,0,0,0
1452413,1241,0,0,0
1452414,1000,0,0,0
1452415,2625,0,0,0
1452416,1428,0,0,0
1452417,2600,0,0,0
1452418,1522,1,1,1
1452419,1025,0,0,0
1452420,1370,0,0,0
1452421,1264,0,0,0
1452422,1070,0,0,0
1452423,1000,0,0,0
1452424,1200,0,0,0
1452425,3500,0,0,0
1452426,1000,0,0,0
1452427,1055,0,0,0
1452428,3000,0,0,0
1452429,1000,0,0,0
1452430,2593,0,0,0
1452431,1320,0,0,0
1452432,1428,0,0,0
1452433,1314,0,0,0
1452434,3525,0,0,0
1452435,1000,1,1,0
1452436,1060,0,0,0
1452437,1500,0,0,0
1452438,1500,0,0,0
1452439,1200,0,0,0
1452440,1041,0,0,0
1452441,2095,0,0,0
1452442,2000,0,0,0
1452443,1055,1,1,1
1452444,1000,0,0,0
1452445,1500,0,0,0
1452446,1000,1,1,1
1452447,1100,0,0,0
1452448,1176,0,0,0
1452449,3000,0,0,0
1452450,1500,0,0,0
1452451,1049,0,0,0
1452452,1055,1,1,1
1452453,1975,0,0,0
1452454,2525,0,0,0
1452455,1070,0,0,0
1452456,1524,0,0,0
1452457,1000,0,0,0
1452458,1370,0,0,0
1452459,1000,0,0,0
1452460,1100,0,0,0
1452461,1200,0,0,0
1452462,1703,0,0,0
1452463,1029,0,0,0
1452464,2750,1,1,1
1452465,2434,0,0,0
1452466,1506,0,0,0
1452467,1600,0,0,0
1452468,1562,0,0,0
1452469,1000,0,0,0
1452470,2600,0,0,0
1452471,1001,0,0,0
1452472,1041,0,0,0
1452473,2000,0,0,0
1452474,2500,0,0,0
1452475,1050,0,0,0
1452476,1001,0,0,0
1452477,2480,0,0,0
1452478,1200,0,0,0
1452479,2500,0,0,0
1452480,1250,0,0,0
1452481,1125,0,0,0
1452482,2875,1,0,0
1452483,2000,0,0,0
1452484,1000,0,0,0
1452485,3200,0,0,0
1452486,2072,1,1,1
1452487,1080,0,0,0
1452488,1000,0,0,0
1452489,1370,1,1,1
1452490,1200,0,0,0
1452491,1000,0,0,0
1452492,3500,0,0,0
1452493,2000,0,0,0
1452494,1282,0,0,0
1452495,1200,0,0,0
1452496,2650,0,0,0
1452497,1500,1,0,0
1452498,1779,0,0,0
1452499,4000,0,0,0
1452500,2000,0,0,0
1452501,2220,1,0,0
1452502,3000,0,0,0
1452503,1030,0,0,0
1452504,1000,0,0,0
1452505,1000,0,0,0
1452506,1428,0,0,0
1452507,1200,0,0,0
1452508,1000,0,0,0
1452509,1000,0,0,0
1452510,2150,0,0,0
1452511,1500,0,0,0
1452512,1224,1,0,0
1452513,2500,0,0,0
1452514,1590,0,0,0
1452515,2760,0,0,0
1452516,3513,0,0,0
1452517,1325,0,0,0
1452518,1000,0,0,0
1452519,1370,0,0,0
1452520,1565,0,0,0
1452521,3000,0,0,0
1452522,1055,0,0,0
1452523,1400,1,1,1
1452524,2000,0,0,0
1452525,1800,0,0,0
1452526,1000,0,0,0
1452527,1000,0,0,0
1452528,1106,0,0,0
1452529,1226,0,0,0
1452530,1500,0,0,0
1452531,1500,0,0,0
1452532,1000,0,0,0
1452533,1120,0,0,0
1452534,1055,0,0,0
1452535,2187,0,0,0
1452536,2187,0,0,0
1452537,1500,0,0,0
1452538,2529,0,0,0
1452539,2529,0,0,0
1452540,1060,0,0,0
1452541,1200,0,0,0
1452542,1500,0,0,0
1452543,3155,0,0,0
1452544,1390,0,0,0
1452545,1948,1,1,0
1452546,1250,0,0,0
1452547,2500,0,0,0
1452548,1070,1,1,1
1452549,1254,0,0,0
1452550,3000,0,0,0
1452551,2500,0,0,0
1452552,2500,0,0,0
1452553,1690,0,0,0
1452554,3616,0,0,0
1452555,1597,0,0,0
1452556,1500,0,0,0
1452557,2552,0,0,0
1452558,1250,0,0,0
1452559,1800,0,0,0
1452560,1310,0,0,0
1452561,1289,0,0,0
1452562,3091,1,1,1
1452563,3194,0,0,0
1452564,2500,0,0,0
1452565,1000,0,0,0
1452566,1125,0,0,0
1452567,1400,0,0,0
1452568,1500,0,0,0
1452569,1525,0,0,0
1452570,1500,0,0,0
1452571,1149,0,0,0
1452572,1200,0,0,0
1452573,1000,0,0,0
1452574,1075,0,0,0
1452575,1050,0,0,0
1452576,2025,1,1,1
1452577,1500,1,1,1
1452578,1587,0,0,0
1452579,2000,1,1,0
1452580,1241,0,0,0
1452581,1060,0,0,0
1452582,1000,0,0,0
1452583,2371,0,0,0
1452584,2371,0,0,0
1452585,1500,0,0,0
1452586,1507,0,0,0
1452587,4000,0,0,0
1452588,1599,1,1,1
1452589,1200,1,1,1
1452590,1055,0,0,0
1452591,1055,0,0,0
1452592,1200,0,0,0
1452593,1503,0,0,0
1452594,1390,1,1,1
1452595,2000,0,0,0
1452596,1200,1,0,0
1452597,1428,0,0,0
1452598,1270,0,0,0
1452599,1390,0,0,0
1452600,1156,1,1,1
1452601,1004,0,0,0
1452602,1000,0,0,0
1452603,3000,0,0,0
1452604,3000,0,0,0
1452605,3209,0,0,0
1452606,1525,0,0,0
1452607,1000,0,0,0
1452608,2211,0,0,0
1452609,2211,0,0,0
1452610,1000,0,0,0
1452611,1500,0,0,0
1452612,1500,0,0,0
1452613,1428,0,0,0
1452614,1000,0,0,0
1452615,2000,0,0,0
1452616,2000,0,0,0
1452617,1500,0,0,0
1452618,1055,0,0,0
1452619,2679,0,0,0
1452620,2500,0,0,0
1452621,1525,0,0,0
1452622,2025,0,0,0
1452623,1000,0,0,0
1452624,1500,0,0,0
1452625,1675,0,0,0
1452626,2220,1,1,1
1452627,3087,0,0,0
1452628,1300,0,0,0
1452629,2000,0,0,0
1452630,1080,0,0,0
1452631,1200,0,0,0
1452632,2600,1,1,1
1452633,2512,0,0,0
1452634,3542,0,0,0
1452635,1500,0,0,0
1452636,1500,0,0,0
1452637,3000,0,0,0
1452638,1224,0,0,0
1452639,1200,0,0,0
1452640,1200,0,0,0
1452641,1575,0,0,0
1452642,1000,0,0,0
1452643,2000,0,0,0
1452644,2021,0,0,0
1452645,2100,0,0,0
1452646,1311,0,0,0
1452647,1500,0,0,0
1452648,1000,1,1,1
1452649,1300,0,0,0
1452650,1600,0,0,0
1452651,2525,0,0,0
1452652,1635,0,0,0
1452653,3075,0,0,0
1452654,1000,1,0,0
1452655,2113,0,0,0
1452656,1530,0,0,0
1452657,1656,0,0,0
1452658,1143,0,0,0
1452659,2013,0,0,0
1452660,2000,0,0,0
1452661,2000,0,0,0
1452662,1250,0,0,0
1452663,3512,0,0,0
1452664,1200,0,0,0
1452665,1008,0,0,0
1452666,2000,0,0,0
1452667,3781,0,0,0
1452668,1156,0,0,0
1452669,1080,0,0,0
1452670,1000,0,0,0
1452671,2534,0,0,0
1452672,3000,0,0,0
1452673,1525,0,0,0
1452674,2500,0,0,0
1452675,1000,0,0,0
1452676,1000,0,0,0
1452677,1500,0,0,0
1452678,1000,0,0,0
1452679,2482,0,0,0
1452680,3000,0,0,0
1452681,2000,0,0,0
1452682,1000,0,0,0
1452683,1370,0,0,0
1452684,4000,0,0,0
1452685,1200,0,0,0
1452686,3100,0,0,0
1452687,1500,1,0,0
1452688,1931,1,1,1
1452689,3165,1,0,0
1452690,2576,0,0,0
1452691,2576,0,0,0
1452692,1000,1,1,1
1452693,1055,0,0,0
1452694,2500,0,0,0
1452695,1505,0,0,0
1452696,1974,1,1,0
1452697,2000,0,0,0
1452698,1370,0,0,0
1452699,1070,1,1,1
1452700,1049,0,0,0
1452701,1391,1,1,1
1452702,1000,1,0,0
1452703,1200,0,0,0
1452704,1504,0,0,0
1452705,1500,0,0,0
1452706,3500,0,0,0
1452707,1351,0,0,0
1452708,4000,0,0,0
1452709,1055,0,0,0
1452710,2509,0,0,0
1452711,2000,0,0,0
1452712,1665,0,0,0
1452713,1000,1,1,1
1452714,1000,0,0,0
1452715,2400,0,0,0
1452716,2171,1,1,1
1452717,1728,0,0,0
1452718,3000,0,0,0
1452719,1150,0,0,0
1452720,1050,0,0,0
1452721,2050,0,0,0
1452722,1200,0,0,0
1452723,1075,0,0,0
1452724,3224,1,1,0
1452725,1000,1,1,1
1452726,1000,0,0,0
1452727,1000,0,0,0
1452728,2000,0,0,0
1452729,1550,0,0,0
1452730,3000,0,0,0
1452731,3233,0,0,0
1452732,1000,1,1,1
1452733,2400,1,0,0
1452734,1000,0,0,0
1452735,1223,1,0,0
1452736,2000,1,1,1
1452737,2600,0,0,0
1452738,2297,1,1,1
1452739,3073,0,0,0
1452740,2000,0,0,0
1452741,1150,0,0,0
1452742,2500,0,0,0
1452743,1000,0,0,0
1452744,1775,0,0,0
1452745,3000,1,1,1
1452746,1875,0,0,0
1452747,1200,0,0,0
1452748,1200,0,0,0
1452749,1250,0,0,0
1452750,1250,0,0,0
1452751,1049,0,0,0
1452752,1200,0,0,0
1452753,1300,0,0,0
1452754,2036,0,0,0
1452755,1500,1,0,0
1452756,2500,0,0,0
1452757,1250,0,0,0
1452758,3195,0,0,0
1452759,2016,0,0,0
1452760,1370,0,0,0
1452761,2024,0,0,0
1452762,1055,0,0,0
1452763,1500,0,0,0
1452764,2000,0,0,0
1452765,2000,0,0,0
1452766,1000,0,0,0
1452767,2000,0,0,0
1452768,1333,0,0,0
1452769,1500,0,0,0
1452770,1003,0,0,0
1452771,1003,0,0,0
1452772,1100,0,0,0
1452773,1000,0,0,0
1452774,2500,0,0,0
1452775,2500,0,0,0
1452776,1002,0,0,0
1452777,1049,0,0,0
1452778,1055,0,0,0
1452779,1000,1,1,1
1452780,2600,0,0,0
1452781,2293,0,0,0
1452782,1420,0,0,0
1452783,2000,0,0,0
1452784,1200,0,0,0
1452785,3550,0,0,0
1452786,1025,0,0,0
1452787,2025,0,0,0
1452788,1500,0,0,0
1452789,1500,1,1,1
1452790,4000,0,0,0
1452791,3030,0,0,0
1452792,3030,0,0,0
1452793,1391,0,0,0
1452794,1390,0,0,0
1452795,1000,0,0,0
1452796,1050,1,0,0
1452797,2500,0,0,0
1452798,2484,0,0,0
1452799,3000,0,0,0
1452800,1055,1,1,1
1452801,1250,0,0,0
1452802,1000,1,1,0
1452803,3430,0,0,0
1452804,2000,0,0,0
1452805,1391,0,0,0
1452806,1751,0,0,0
1452807,1400,1,1,1
1452808,3000,0,0,0
1452809,1070,0,0,0
1452810,1668,0,0,0
1452811,2152,1,0,0
1452812,1390,0,0,0
1452813,2000,0,0,0
1452814,3000,0,0,0
1452815,1500,0,0,0
1452816,3000,0,0,0
1452817,2045,0,0,0
1452818,3000,0,0,0
1452819,1391,1,1,1
1452820,1650,1,1,1
1452821,3011,0,0,0
1452822,1944,0,0,0
1452823,1500,0,0,0
1452824,1000,0,0,0
1452825,1250,0,0,0
1452826,1250,0,0,0
1452827,3133,0,0,0
1452828,2572,0,0,0
1452829,2083,0,0,0
1452830,1000,0,0,0
1452831,3075,0,0,0
1452832,2000,0,0,0
1452833,2114,0,0,0
1452834,1250,0,0,0
1452835,1370,0,0,0
1452836,1530,1,0,0
1452837,2000,0,0,0
1452838,1762,0,0,0
1452839,1500,0,0,0
1452840,1500,0,0,0
1452841,1250,0,0,0
1452842,1370,0,0,0
1452843,2105,0,0,0
1452844,2083,0,0,0
1452845,2500,0,0,0
1452846,1500,0,0,0
1452847,1370,0,0,0
1452848,1050,0,0,0
1452849,1000,0,0,0
1452850,1503,0,0,0
1452851,1200,0,0,0
1452852,1270,0,0,0
1452853,1100,0,0,0
1452854,2500,1,1,1
1452855,1241,0,0,0
1452856,1080,0,0,0
1452857,1080,0,0,0
1452858,2690,0,0,0
1452859,2690,0,0,0
1452860,1100,1,1,1
1452861,2600,0,0,0
1452862,1200,1,0,0
1452863,1400,0,0,0
1452864,1200,0,0,0
1452865,2005,0,0,0
1452866,1508,0,0,0
1452867,1070,0,0,0
1452868,1800,0,0,0
1452869,1070,0,0,0
1452870,4000,1,1,1
1452871,1000,0,0,0
1452872,1428,0,0,0
1452873,1200,0,0,0
1452874,2000,0,0,0
1452875,1483,0,0,0
1452876,1655,0,0,0
1452877,1233,0,0,0
1452878,1250,0,0,0
1452879,2000,0,0,0
1452880,2000,0,0,0
1452881,1000,0,0,0
1452882,2604,0,0,0
1452883,1125,0,0,0
1452884,1060,0,0,0
1452885,1165,0,0,0
1452886,2931,0,0,0
1452887,1200,0,0,0
1452888,1876,0,0,0
1452889,1370,0,0,0
1452890,2692,1,0,0
1452891,1001,1,1,1
1452892,1750,0,0,0
1452893,2394,0,0,0
1452894,1000,0,0,0
1452895,1595,0,0,0
1452896,1625,0,0,0
1452897,1500,0,0,0
1452898,3000,0,0,0
1452899,1365,0,0,0
1452900,2000,0,0,0
1452901,2500,0,0,0
1452902,1390,0,0,0
1452903,1006,0,0,0
1452904,1000,0,0,0
1452905,2000,0,0,0
1452906,1000,0,0,0
1452907,1000,0,0,0
1452908,3007,1,1,1
1452909,2000,0,0,0
1452910,1422,0,0,0
1452911,2000,0,0,0
1452912,1055,0,0,0
1452913,1000,0,0,0
1452914,1123,0,0,0
1452915,2127,1,1,1
1452916,1003,1,1,1
1452917,1575,0,0,0
1452918,2701,0,0,0
1452919,1900,0,0,0
1452920,1200,0,0,0
1452921,1150,0,0,0
1452922,1500,1,1,1
1452923,1500,0,0,0
1452924,1000,0,0,0
1452925,2000,0,0,0
1452926,1200,0,0,0
1452927,1500,0,0,0
1452928,1831,0,0,0
1452929,1500,1,1,0
1452930,2800,0,0,0
1452931,2250,1,1,1
1452932,1070,0,0,0
1452933,2500,0,0,0
1452934,2525,0,0,0
1452935,2500,0,0,0
1452936,3000,0,0,0
1452937,2100,0,0,0
1452938,1050,0,0,0
1452939,1105,0,0,0
1452940,2507,0,0,0
1452941,2538,0,0,0
1452942,2000,0,0,0
1452943,2000,1,1,1
1452944,2550,0,0,0
1452945,1390,0,0,0
1452946,1525,1,0,0
1452947,1284,0,0,0
1452948,1000,1,1,1
1452949,1934,0,0,0
1452950,1978,0,0,0
1452951,1241,0,0,0
1452952,2000,0,0,0
1452953,1269,0,0,0
1452954,1100,0,0,0
1452955,1000,0,0,0
1452956,2194,1,1,1
1452957,1400,1,1,1
1452958,1390,1,1,1
1452959,1080,0,0,0
1452960,1225,0,0,0
1452961,1080,0,0,0
1452962,3060,0,0,0
1452963,1400,0,0,0
1452964,1370,1,1,1
1452965,3000,0,0,0
1452966,2500,0,0,0
1452967,1000,0,0,0
1452968,1250,0,0,0
1452969,3500,0,0,0
1452970,1156,0,0,0
1452971,1009,0,0,0
1452972,3075,1,1,1
1452973,1370,0,0,0
1452974,1500,0,0,0
1452975,3500,0,0,0
1452976,1025,0,0,0
1452977,4000,0,0,0
1452978,1125,1,1,1
1452979,1525,0,0,0
1452980,1500,0,0,0
1452981,2110,0,0,0
1452982,1045,0,0,0
1452983,2300,1,1,1
1452984,1700,0,0,0
1452985,1000,0,0,0
1452986,1000,1,0,0
1452987,2060,0,0,0
1452988,3203,0,0,0
1452989,3326,0,0,0
1452990,1000,0,0,0
1452991,1006,0,0,0
1452992,1050,0,0,0
1452993,1000,0,0,0
1452994,1055,0,0,0
1452995,1009,0,0,0
1452996,1000,0,0,0
1452997,1700,0,0,0
1452998,1000,0,0,0
1452999,1500,0,0,0
1453000,1876,0,0,0
1453001,2544,0,0,0
1453002,3000,0,0,0
1453003,2949,0,0,0
1453004,1000,0,0,0
1453005,1000,0,0,0
1453006,1000,0,0,0
1453007,2000,0,0,0
1453008,1000,0,0,0
1453009,2740,0,0,0
1453010,2740,0,0,0
1453011,1200,0,0,0
1453012,1105,0,0,0
1453013,1000,1,1,1
1453014,2236,0,0,0
1453015,2500,1,1,1
1453016,1013,1,1,1
1453017,1500,0,0,0
1453018,2000,0,0,0
1453019,2000,0,0,0
1453020,1270,0,0,0
1453021,1000,1,1,1
1453022,1500,0,0,0
1453023,1000,0,0,0
1453024,1000,0,0,0
1453025,1000,0,0,0
1453026,3903,0,0,0
1453027,1080,0,0,0
1453028,1000,0,0,0
1453029,2411,0,0,0
1453030,2411,0,0,0
1453031,1025,0,0,0
1453032,1025,0,0,0
1453033,1055,0,0,0
1453034,2500,0,0,0
